Well Name,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Date
Mueller #1,32.0,3750.0,376.0,1255.0,0.0,2016-04-01
Dyer #10,26.0,2598.0,494.0,1485.0,0.0,2016-05-01
JM Moore #192,585.0,0.0,3600.0,1550.0,1550.0,2016-05-01
CL Moore 12,1309.0,0.0,31076.0,13100.0,0.0,2016-05-01
Lottie #1,273.0,0.0,3713.0,1395.0,0.0,2016-05-01
Gulf Coast Total,4915.0,26614.0,69022.0,78625.0,1550.0,2016-05-01
Pratka #1,306.0,8008.0,86.0,36750.0,0.0,2016-05-01
JM Moore,2359.0,7013.0,29391.0,21080.0,0.0,2016-05-01
Mueller #1,39.0,3843.0,410.0,1390.0,0.0,2016-05-01
Dyer 'D' #5,18.0,5152.0,252.0,1875.0,0.0,2016-05-01
Gulf Coast Total,4716.0,25942.0,65983.0,75892.0,1570.0,2016-06-01
JM Moore,1800.0,6937.0,25289.0,20400.0,0.0,2016-06-01
JM Moore #192,575.0,0.0,3600.0,1500.0,1500.0,2016-06-01
Mueller #1,36.0,3904.0,387.0,1350.0,0.0,2016-06-01
Pratka #1,315.0,7614.0,91.0,34725.0,0.0,2016-06-01
CL Moore 12,1725.0,0.0,32489.0,14830.0,0.0,2016-06-01
Lottie #1,237.0,0.0,3480.0,1350.0,0.0,2016-06-01
Dyer 'D' #5,2.0,4940.0,206.0,252.0,70.0,2016-06-01
Dyer #10,26.0,2547.0,441.0,1485.0,0.0,2016-06-01
Dyer 'D' #5,18.0,5038.0,150.0,1365.0,0.0,2016-07-01
Dyer #10,23.0,2525.0,436.0,1700.0,0.0,2016-07-01
Gulf Coast Total,4937.0,27263.0,61305.0,77942.0,1550.0,2016-07-01
Mueller #1,25.0,3931.0,372.0,1582.0,0.0,2016-07-01
Lottie #1,191.0,0.0,3180.0,1395.0,0.0,2016-07-01
Pratka #1,326.0,7507.0,93.0,36250.0,0.0,2016-07-01
JM Moore #192,402.0,0.0,2920.0,1550.0,1550.0,2016-07-01
JM Moore,2286.0,6392.0,17848.0,21080.0,0.0,2016-07-01
CL Moore 12,1666.0,1870.0,36306.0,13020.0,0.0,2016-07-01
Mueller #1,41.0,3956.0,526.0,2395.0,0.0,2016-08-01
JM Moore,2196.0,6218.0,25437.0,21080.0,0.0,2016-08-01
Pratka #1,272.0,7333.0,83.0,35376.0,0.0,2016-08-01
Gulf Coast Total,4954.0,31585.0,65467.0,103326.0,1550.0,2016-08-01
Lottie #1,297.0,0.0,3720.0,1395.0,0.0,2016-08-01
Dyer #10,23.0,2195.0,517.0,1695.0,0.0,2016-08-01
CL Moore 12,1597.0,6761.0,31083.0,38181.0,0.0,2016-08-01
Dyer 'D' #5,18.0,5122.0,254.0,1654.0,0.0,2016-08-01
JM Moore #192,510.0,0.0,3847.0,1550.0,1550.0,2016-08-01
Gulf Coast Total,4547.0,27012.0,61835.0,105990.0,1500.0,2016-09-01
Pratka #1,274.0,6823.0,80.0,36000.0,0.0,2016-09-01
Dyer 'D' #5,10.0,4847.0,201.0,1235.0,0.0,2016-09-01
CL Moore 12,1479.0,3126.0,30722.0,49800.0,0.0,2016-09-01
Lottie #1,301.0,0.0,3600.0,1350.0,0.0,2016-09-01
Mueller #1,33.0,3743.0,350.0,1280.0,0.0,2016-09-01
JM Moore,1966.0,5673.0,22704.0,13540.0,0.0,2016-09-01
JM Moore #192,482.0,0.0,3603.0,1500.0,1500.0,2016-09-01
Dyer #10,2.0,2800.0,575.0,1285.0,0.0,2016-09-01
Pratka #1,299.0,6910.0,90.0,38475.0,0.0,2016-10-01
Gulf Coast Total,4340.0,26735.0,67082.0,80005.0,1550.0,2016-10-01
CL Moore 12,1423.0,3501.0,34763.0,24900.0,0.0,2016-10-01
Dyer 'D' #5,16.0,3882.0,205.0,2740.0,0.0,2016-10-01
JM Moore,1796.0,5886.0,23690.0,7810.0,0.0,2016-10-01
JM Moore #192,478.0,0.0,3720.0,1550.0,1550.0,2016-10-01
Dyer #10,16.0,2725.0,503.0,1600.0,0.0,2016-10-01
Mueller #1,33.0,3831.0,391.0,1485.0,0.0,2016-10-01
Lottie #1,279.0,0.0,3720.0,1445.0,0.0,2016-10-01
CL Moore 12,1614.0,4988.0,35863.0,0.0,0.0,2016-11-01
Pratka #1,310.0,6410.0,76.0,37125.0,0.0,2016-11-01
Dyer #10,29.0,2700.0,464.0,1240.0,0.0,2016-11-01
Dyer 'D' #5,4.0,3974.0,241.0,1500.0,0.0,2016-11-01
Mueller #1,20.0,3712.0,399.0,1350.0,0.0,2016-11-01
JM Moore,2327.0,5344.0,20599.0,2360.0,0.0,2016-11-01
Lottie #1,273.0,0.0,3600.0,1500.0,0.0,2016-11-01
Gulf Coast Total,5086.0,27128.0,64734.0,46575.0,1500.0,2016-11-01
JM Moore #192,509.0,0.0,3492.0,1500.0,1500.0,2016-11-01
CL Moore 12,1669.0,7866.0,37230.0,48000.0,0.0,2016-12-01
Mueller #1,30.0,3768.0,377.0,1395.0,0.0,2016-12-01
Gulf Coast Total,5777.0,30689.0,68590.0,99546.0,1550.0,2016-12-01
JM Moore,2999.0,6195.0,23276.0,680.0,0.0,2016-12-01
Dyer 'D' #5,20.0,3954.0,211.0,506.0,0.0,2016-12-01
JM Moore #192,534.0,0.0,3720.0,1550.0,1550.0,2016-12-01
Dyer #10,25.0,2790.0,456.0,1240.0,0.0,2016-12-01
Pratka #1,279.0,6116.0,80.0,44625.0,0.0,2016-12-01
Lottie #1,221.0,0.0,3240.0,1550.0,0.0,2016-12-01
Mueller #1,25.0,3715.0,400.0,2025.0,0.0,2017-01-01
Pratka #1,254.0,5363.0,69.0,55850.0,0.0,2017-01-01
Lottie #1,267.0,0.0,3860.0,1550.0,0.0,2017-01-01
CL Moore 12,1627.0,7759.0,35439.0,49600.0,0.0,2017-01-01
Gulf Coast Total,4914.0,31201.0,74870.0,118270.0,1550.0,2017-01-01
Dyer 'D' #5,20.0,4224.0,205.0,155.0,0.0,2017-01-01
JM Moore,2196.0,6699.0,30732.0,5900.0,0.0,2017-01-01
Cl Moore #5,0.0,710.0,0.0,0.0,0.0,2017-01-01
JM Moore #192,501.0,0.0,3720.0,1550.0,1550.0,2017-01-01
Dyer #10,24.0,2731.0,445.0,1640.0,0.0,2017-01-01
Pratka #1,231.0,6475.0,87.0,30650.0,0.0,2017-02-01
Mueller #1,31.0,3223.0,348.0,1680.0,0.0,2017-02-01
Lottie #1,252.0,0.0,3360.0,1400.0,0.0,2017-02-01
JM Moore #192,416.0,0.0,3370.0,1400.0,1400.0,2017-02-01
Dyer #10,19.0,2536.0,413.0,1400.0,0.0,2017-02-01
Dyer 'D' #5,7.0,4242.0,193.0,140.0,0.0,2017-02-01
Cl Moore #5,0.0,669.0,0.0,0.0,0.0,2017-02-01
Gulf Coast Total,4222.0,28297.0,59191.0,84390.0,1400.0,2017-02-01
CL Moore 12,1413.0,5675.0,27914.0,44800.0,0.0,2017-02-01
JM Moore,1853.0,5477.0,23506.0,2920.0,0.0,2017-02-01
Cl Moore #5,0.0,489.0,0.0,0.0,0.0,2017-03-01
Lottie #1,179.0,0.0,2903.0,1550.0,0.0,2017-03-01
Mueller #1,32.0,3609.0,391.0,1860.0,0.0,2017-03-01
CL Moore 12,1287.0,2028.0,28295.0,49600.0,0.0,2017-03-01
Dyer 'D' #5,17.0,4717.0,218.0,155.0,0.0,2017-03-01
Dyer #10,21.0,2705.0,544.0,1550.0,0.0,2017-03-01
Gulf Coast Total,3896.0,25187.0,55081.0,91715.0,1550.0,2017-03-01
Pratka #1,261.0,6752.0,92.0,31650.0,0.0,2017-03-01
JM Moore,1652.0,4887.0,18916.0,3800.0,0.0,2017-03-01
JM Moore #192,447.0,0.0,3722.0,1550.0,1550.0,2017-03-01
JM Moore #192,438.0,0.0,3600.0,1500.0,1500.0,2017-04-01
Gulf Coast Total,4620.0,25625.0,59007.0,85900.0,1500.0,2017-04-01
Mueller #1,21.0,3613.0,394.0,1800.0,0.0,2017-04-01
Dyer 'D' #5,7.0,4603.0,173.0,150.0,0.0,2017-04-01
Cl Moore #5,0.0,614.0,0.0,0.0,0.0,2017-04-01
CL Moore 12,1461.0,2713.0,29106.0,48000.0,0.0,2017-04-01
Lottie #1,297.0,0.0,3600.0,1500.0,0.0,2017-04-01
JM Moore,2144.0,4988.0,21585.0,0.0,0.0,2017-04-01
Pratka #1,231.0,6389.0,91.0,31450.0,0.0,2017-04-01
Dyer #10,21.0,2705.0,458.0,1500.0,0.0,2017-04-01
Dyer 'D' #5,18.0,4680.0,218.0,155.0,0.0,2017-05-01
JM Moore,1873.0,8151.0,21651.0,0.0,0.0,2017-05-01
Pratka #1,235.0,7039.0,103.0,26100.0,0.0,2017-05-01
Mueller #1,27.0,3577.0,382.0,1860.0,0.0,2017-05-01
Gulf Coast Total,3961.0,30477.0,52034.0,82315.0,1550.0,2017-05-01
Cl Moore #5,0.0,740.0,0.0,0.0,0.0,2017-05-01
JM Moore #192,426.0,0.0,3660.0,1550.0,1550.0,2017-05-01
CL Moore 12,1205.0,3590.0,23777.0,49600.0,0.0,2017-05-01
Dyer #10,18.0,2700.0,403.0,1500.0,0.0,2017-05-01
Lottie #1,159.0,0.0,1840.0,1550.0,0.0,2017-05-01
Dyer #10,21.0,2730.0,475.0,1500.0,0.0,2017-06-01
Pratka #1,231.0,6695.0,96.0,24000.0,0.0,2017-06-01
JM Moore #192,423.0,0.0,3600.0,1500.0,1500.0,2017-06-01
Dyer 'D' #5,11.0,4581.0,197.0,150.0,0.0,2017-06-01
Cl Moore #5,0.0,735.0,25.0,0.0,0.0,2017-06-01
Gulf Coast Total,3932.0,25411.0,61673.0,78450.0,1500.0,2017-06-01
Mueller #1,25.0,3594.0,369.0,1800.0,0.0,2017-06-01
CL Moore 12,1321.0,2597.0,31928.0,48000.0,0.0,2017-06-01
JM Moore,1661.0,4479.0,21623.0,0.0,0.0,2017-06-01
Lottie #1,239.0,0.0,3360.0,1500.0,0.0,2017-06-01
Cl Moore #5,0.0,775.0,0.0,0.0,0.0,2017-07-01
JM Moore,1775.0,1290.0,26378.0,0.0,0.0,2017-07-01
Pratka #1,228.0,6738.0,97.0,24960.0,0.0,2017-07-01
Mueller #1,11.0,3215.0,293.0,5740.0,0.0,2017-07-01
Lottie #1,311.0,0.0,3720.0,1550.0,0.0,2017-07-01
CL Moore 12,1078.0,1656.0,26885.0,49600.0,0.0,2017-07-01
Gulf Coast Total,3851.0,21125.0,61756.0,85105.0,1550.0,2017-07-01
JM Moore #192,421.0,0.0,3720.0,1550.0,1550.0,2017-07-01
Dyer #10,14.0,2790.0,461.0,1550.0,0.0,2017-07-01
Dyer 'D' #5,13.0,4661.0,202.0,155.0,0.0,2017-07-01
Pratka #1,173.0,5200.0,85.0,38110.0,0.0,2017-08-01
Lottie #1,212.0,58.0,2760.0,1600.0,0.0,2017-08-01
Dyer #10,15.0,1945.0,352.0,1550.0,0.0,2017-08-01
Dyer 'D' #5,11.0,3618.0,212.0,155.0,0.0,2017-08-01
Gulf Coast Total,3421.0,21018.0,60668.0,96027.0,1550.0,2017-08-01
JM Moore #192,279.0,0.0,3120.0,1550.0,1550.0,2017-08-01
Cl Moore #5,0.0,575.0,25.0,0.0,0.0,2017-08-01
Mueller #1,61.0,2772.0,1490.0,5060.0,0.0,2017-08-01
CL Moore 12,1092.0,1028.0,30715.0,48000.0,0.0,2017-08-01
JM Moore,1578.0,5822.0,21909.0,2.0,0.0,2017-08-01
Dyer 'D' #5,7.0,3777.0,73.0,1955.0,0.0,2017-09-01
CL Moore 12,1177.0,1511.0,31946.0,46800.0,0.0,2017-09-01
Pratka #1,201.0,6006.0,85.0,28750.0,0.0,2017-09-01
Mueller #1,30.0,3640.0,290.0,7670.0,0.0,2017-09-01
JM Moore #192,276.0,0.0,2898.0,1500.0,1500.0,2017-09-01
Gulf Coast Total,3606.0,21216.0,58838.0,90280.0,1500.0,2017-09-01
JM Moore,1733.0,4042.0,20142.0,0.0,0.0,2017-09-01
Lottie #1,130.0,0.0,3000.0,1500.0,0.0,2017-09-01
Dyer #10,52.0,2000.0,404.0,2105.0,0.0,2017-09-01
Cl Moore #5,0.0,240.0,0.0,0.0,0.0,2017-09-01
JM Moore,2384.0,4403.0,15826.0,0.0,0.0,2017-10-01
Dyer #10,19.0,2743.0,482.0,2015.0,0.0,2017-10-01
Pratka #1,221.0,6149.0,87.0,29050.0,6000.0,2017-10-01
CL Moore 12,942.0,314.0,23302.0,30000.0,0.0,2017-10-01
Lottie #1,319.0,0.0,3989.0,1250.0,0.0,2017-10-01
JM Moore #192,367.0,0.0,2879.0,1550.0,1550.0,2017-10-01
Mueller #1,23.0,3425.0,400.0,1970.0,0.0,2017-10-01
Dyer 'D' #5,13.0,4914.0,222.0,280.0,0.0,2017-10-01
Gulf Coast Total,4288.0,21948.0,47187.0,66115.0,7550.0,2017-10-01
Dyer 'D' #5,11.0,4332.0,206.0,150.0,0.0,2017-11-01
CL Moore 12,1262.0,524.0,20808.0,0.0,0.0,2017-11-01
Pratka #1,209.0,5625.0,85.0,29650.0,30000.0,2017-11-01
JM Moore,1996.0,4346.0,13371.0,0.0,0.0,2017-11-01
Mueller #1,27.0,3460.0,376.0,1740.0,0.0,2017-11-01
JM Moore #192,0.0,0.0,0.0,1500.0,1500.0,2017-11-01
Dyer #10,22.0,2352.0,458.0,1950.0,0.0,2017-11-01
Lottie #1,348.0,0.0,3233.0,0.0,0.0,2017-11-01
Gulf Coast Total,3875.0,20639.0,38537.0,34990.0,31500.0,2017-11-01
JM Moore #192,0.0,0.0,0.0,1550.0,1550.0,2017-12-01
JM Moore,2269.0,6213.0,14464.0,0.0,0.0,2017-12-01
Lottie #1,328.0,0.0,4503.0,0.0,0.0,2017-12-01
Dyer 'D' #5,8.0,4413.0,207.0,155.0,0.0,2017-12-01
Pratka #1,239.0,6058.0,95.0,21750.0,26500.0,2017-12-01
Dyer #10,17.0,1509.0,453.0,2015.0,0.0,2017-12-01
Mueller #1,27.0,3426.0,329.0,1860.0,0.0,2017-12-01
CL Moore 12,1163.0,1046.0,39238.0,0.0,0.0,2017-12-01
Gulf Coast Total,4051.0,22665.0,59289.0,27330.0,28050.0,2017-12-01
CL Moore 12,1039.0,1310.0,22770.0,25.0,0.0,2018-01-01
Mueller #1,89.0,3650.0,999.0,1610.0,180.0,2018-01-01
JM Moore #192,0.0,0.0,0.0,1550.0,1550.0,2018-01-01
Dyer 'D' #5,15.0,4098.0,175.0,140.0,15.0,2018-01-01
Lottie #1,291.0,116.0,3761.0,110.0,0.0,2018-01-01
Gulf Coast Total,3918.0,22795.0,45050.0,26794.0,28890.0,2018-01-01
Dyer #10,23.0,1402.0,470.0,1805.0,195.0,2018-01-01
JM Moore,2181.0,6205.0,16776.0,4.0,0.0,2018-01-01
Pratka #1,280.0,6014.0,99.0,21550.0,26950.0,2018-01-01
CL Moore 12,1021.0,949.0,27518.0,0.0,0.0,2018-02-01
Gulf Coast Total,3366.0,20767.0,51184.0,25194.0,27375.0,2018-02-01
Dyer 'D' #5,15.0,3926.0,176.0,0.0,0.0,2018-02-01
JM Moore #192,13.0,0.0,120.0,1400.0,1400.0,2018-02-01
Dyer #10,20.0,1369.0,380.0,1235.0,585.0,2018-02-01
JM Moore,1762.0,6016.0,18415.0,0.0,0.0,2018-02-01
Mueller #1,20.0,3096.0,339.0,1140.0,540.0,2018-02-01
Pratka #1,215.0,5411.0,76.0,21359.0,24850.0,2018-02-01
Lottie #1,300.0,0.0,4160.0,60.0,0.0,2018-02-01
Dyer 'D' #5,137.0,4288.0,232.0,0.0,0.0,2018-03-01
Dyer #10,23.0,1504.0,414.0,375.0,0.0,2018-03-01
Lottie #1,321.0,0.0,4422.0,0.0,0.0,2018-03-01
CL Moore 12,1160.0,1260.0,31420.0,1200.0,0.0,2018-03-01
JM Moore,2246.0,6599.0,22324.0,0.0,0.0,2018-03-01
Cl Moore 6,472.0,0.0,0.0,0.0,0.0,2018-03-01
Pratka #1,7.0,182.0,2.0,42650.0,5000.0,2018-03-01
Mueller #1,15.0,3526.0,386.0,360.0,0.0,2018-03-01
Gulf Coast Total,4942.0,17359.0,63660.0,46135.0,6550.0,2018-03-01
JM Moore #192,561.0,0.0,4460.0,1550.0,1550.0,2018-03-01
JM Moore #192,541.0,0.0,4598.0,1500.0,1500.0,2018-04-01
CL Moore 12,1006.0,367.0,24873.0,0.0,0.0,2018-04-01
Mueller #1,25.0,3408.0,369.0,0.0,0.0,2018-04-01
Pratka #1,0.0,0.0,0.0,0.0,0.0,2018-04-01
Dyer #10,25.0,1457.0,417.0,0.0,0.0,2018-04-01
Gulf Coast Total,4009.0,14926.0,54374.0,1500.0,1500.0,2018-04-01
JM Moore,1813.0,5540.0,19379.0,0.0,0.0,2018-04-01
Cl Moore 6,276.0,0.0,0.0,0.0,0.0,2018-04-01
Lottie #1,311.0,0.0,4527.0,0.0,0.0,2018-04-01
Dyer 'D' #5,12.0,4154.0,211.0,0.0,0.0,2018-04-01
Dyer #10,25.0,1511.0,463.0,0.0,0.0,2018-05-01
Pratka #1,0.0,0.0,0.0,0.0,0.0,2018-05-01
Gulf Coast Total,4211.0,14799.0,56074.0,1550.0,1550.0,2018-05-01
Lottie #1,297.0,0.0,4441.0,0.0,0.0,2018-05-01
JM Moore,1862.0,5018.0,18325.0,0.0,0.0,2018-05-01
CL Moore 12,1116.0,579.0,27424.0,0.0,0.0,2018-05-01
Cl Moore 6,345.0,0.0,0.0,0.0,0.0,2018-05-01
Mueller #1,22.0,3414.0,357.0,0.0,0.0,2018-05-01
JM Moore #192,540.0,0.0,4883.0,1550.0,1550.0,2018-05-01
Dyer 'D' #5,4.0,4277.0,181.0,0.0,0.0,2018-05-01
Dyer #10,26.0,1422.0,420.0,0.0,0.0,2018-06-01
Lottie #1,284.0,0.0,4462.0,0.0,0.0,2018-06-01
JM Moore,2093.0,6269.0,19576.0,0.0,0.0,2018-06-01
Dyer 'D' #5,5.0,3890.0,202.0,0.0,0.0,2018-06-01
Cl Moore 6,240.0,0.0,0.0,0.0,0.0,2018-06-01
Gulf Coast Total,4313.0,15590.0,59957.0,1500.0,1500.0,2018-06-01
Mueller #1,26.0,3233.0,363.0,0.0,0.0,2018-06-01
Pratka #1,0.0,0.0,0.0,0.0,0.0,2018-06-01
JM Moore #192,501.0,0.0,4954.0,1500.0,1500.0,2018-06-01
CL Moore 12,1138.0,776.0,29980.0,0.0,0.0,2018-06-01
Lottie #1,301.0,0.0,4465.0,0.0,0.0,2018-07-01
JM Moore #192,504.0,0.0,5192.0,1550.0,1550.0,2018-07-01
Dyer 'D' #5,5.0,4106.0,179.0,0.0,0.0,2018-07-01
Pratka #1,0.0,0.0,0.0,0.0,0.0,2018-07-01
Dyer #10,22.0,1445.0,439.0,0.0,0.0,2018-07-01
Cl Moore 6,246.0,0.0,3211.0,0.0,0.0,2018-07-01
JM Moore,2202.0,6235.0,23360.0,0.0,0.0,2018-07-01
Mueller #1,18.0,3305.0,372.0,0.0,0.0,2018-07-01
CL Moore 12,1051.0,1528.0,29685.0,0.0,0.0,2018-07-01
Gulf Coast Total,4349.0,16619.0,66903.0,1550.0,1550.0,2018-07-01
Lottie #1,181.0,0.0,3205.0,0.0,0.0,2018-08-01
Pratka #1,0.0,0.0,0.0,0.0,0.0,2018-08-01
Gulf Coast Total,3604.0,21883.0,59012.0,1550.0,1550.0,2018-08-01
Cl Moore 6,79.0,388.0,1655.0,0.0,0.0,2018-08-01
Dyer 'D' #5,9.0,4064.0,203.0,0.0,0.0,2018-08-01
JM Moore #192,505.0,0.0,4838.0,1550.0,1550.0,2018-08-01
Mueller #1,7.0,2816.0,248.0,0.0,0.0,2018-08-01
JM Moore,1892.0,5219.0,22230.0,0.0,0.0,2018-08-01
Dyer #10,0.0,992.0,147.0,0.0,0.0,2018-08-01
CL Moore 12,931.0,8404.0,26486.0,0.0,0.0,2018-08-01
CL Moore 12,680.0,17350.0,13927.0,0.0,0.0,2018-09-01
Mueller #1,31.0,2733.0,434.0,255.0,0.0,2018-09-01
Dyer #10,0.0,1091.0,592.0,230.0,0.0,2018-09-01
Pratka #1,0.0,0.0,0.0,0.0,0.0,2018-09-01
Gulf Coast Total,3029.0,30232.0,42382.0,2295.0,1500.0,2018-09-01
Cl Moore 6,92.0,0.0,107.0,0.0,0.0,2018-09-01
JM Moore,1510.0,5053.0,19104.0,0.0,0.0,2018-09-01
Lottie #1,222.0,0.0,3631.0,225.0,0.0,2018-09-01
Dyer 'D' #5,11.0,4005.0,196.0,85.0,0.0,2018-09-01
JM Moore #192,483.0,0.0,4391.0,1500.0,1500.0,2018-09-01
Dyer #10,1.0,1087.0,485.0,1690.0,0.0,2018-10-01
JM Moore,2064.0,4998.0,21429.0,0.0,0.0,2018-10-01
Mueller #1,20.0,3315.0,408.0,1615.0,0.0,2018-10-01
Cl Moore 6,373.0,2733.0,2774.0,0.0,0.0,2018-10-01
JM Moore #192,477.0,0.0,4468.0,1550.0,1550.0,2018-10-01
Lottie #1,285.0,0.0,4297.0,1595.0,0.0,2018-10-01
Gulf Coast Total,3933.0,45978.0,45952.0,11310.0,1550.0,2018-10-01
Dyer 'D' #5,11.0,3897.0,182.0,560.0,0.0,2018-10-01
CL Moore 12,695.0,29746.0,11902.0,0.0,0.0,2018-10-01
Pratka #1,7.0,202.0,7.0,4300.0,0.0,2018-10-01
Pratka #1,244.0,7621.0,98.0,41250.0,0.0,2018-11-01
Mueller #1,33.0,3327.0,334.0,1500.0,0.0,2018-11-01
CL Moore 12,1071.0,30772.0,11750.0,2575.0,0.0,2018-11-01
Gulf Coast Total,4069.0,79085.0,42857.0,50701.0,1500.0,2018-11-01
Cl Moore 6,287.0,18182.0,2910.0,0.0,0.0,2018-11-01
Lottie #1,251.0,5.0,3836.0,1530.0,0.0,2018-11-01
Dyer #10,14.0,950.0,481.0,1595.0,0.0,2018-11-01
Cl Moore 8,228.0,10293.0,0.0,0.0,0.0,2018-11-01
JM Moore #192,470.0,0.0,4145.0,1500.0,1500.0,2018-11-01
JM Moore,1422.0,4466.0,19117.0,236.0,0.0,2018-11-01
Dyer 'D' #5,49.0,3469.0,186.0,515.0,0.0,2018-11-01
Dyer 'D' #5,15.0,3198.0,161.0,465.0,0.0,2018-12-01
Cl Moore 6,174.0,7966.0,5666.0,0.0,0.0,2018-12-01
Cl Moore 8,352.0,14106.0,0.0,0.0,0.0,2018-12-01
CL Moore 12,1161.0,21108.0,15833.0,775.0,0.0,2018-12-01
Mueller #1,20.0,3311.0,381.0,1550.0,0.0,2018-12-01
JM Moore,1703.0,2896.0,26412.0,116.0,0.0,2018-12-01
Dyer #10,24.0,799.0,496.0,1550.0,0.0,2018-12-01
JM Moore #192,459.0,0.0,4445.0,1550.0,1550.0,2018-12-01
Pratka #1,243.0,7059.0,120.0,37500.0,0.0,2018-12-01
Gulf Coast Total,4438.0,60443.0,57846.0,45056.0,1550.0,2018-12-01
Lottie #1,287.0,0.0,4332.0,1550.0,0.0,2018-12-01
Lottie #1,288.0,0.0,4319.0,1550.0,0.0,2019-01-01
Mueller #1,28.0,3170.0,373.0,1550.0,0.0,2019-01-01
Dyer 'D' #5,24.0,3994.0,532.0,465.0,0.0,2019-01-01
Cl Moore 8,385.0,11563.0,46.0,0.0,0.0,2019-01-01
Pratka #1,241.0,6772.0,168.0,31000.0,0.0,2019-01-01
Gulf Coast Total,4995.0,72841.0,57549.0,39089.0,1550.0,2019-01-01
Cl Moore 6,248.0,15403.0,3923.0,0.0,0.0,2019-01-01
CL Moore 12,1245.0,26848.0,13790.0,1235.0,0.0,2019-01-01
JM Moore #192,468.0,0.0,6193.0,1550.0,1550.0,2019-01-01
Dyer #10,18.0,849.0,472.0,1550.0,0.0,2019-01-01
JM Moore,2050.0,4242.0,27733.0,189.0,0.0,2019-01-01
Dyer 'D' #5,14.0,3351.0,201.0,420.0,0.0,2019-02-01
JM Moore #192,410.0,0.0,4370.0,1400.0,1400.0,2019-02-01
Lottie #1,240.0,0.0,3898.0,1400.0,0.0,2019-02-01
CL Moore 12,1309.0,25724.0,13315.0,700.0,0.0,2019-02-01
Cl Moore 6,262.0,13783.0,3504.0,0.0,0.0,2019-02-01
Dyer #10,12.0,750.0,416.0,1400.0,0.0,2019-02-01
Cl Moore 8,425.0,11941.0,33.0,0.0,0.0,2019-02-01
JM Moore,1655.0,3800.0,18510.0,112.0,0.0,2019-02-01
Mueller #1,27.0,2976.0,327.0,1400.0,0.0,2019-02-01
Pratka #1,246.0,5683.0,61.0,28000.0,0.0,2019-02-01
Gulf Coast Total,4600.0,68008.0,44635.0,34832.0,1400.0,2019-02-01
Dyer #10,8.0,933.0,467.0,1515.0,0.0,2019-03-01
JM Moore,1829.0,4670.0,22756.0,320.0,0.0,2019-03-01
Cl Moore 8,395.0,9417.0,6.0,0.0,0.0,2019-03-01
Pratka #1,273.0,5935.0,100.0,31000.0,0.0,2019-03-01
Lottie #1,177.0,2.0,3126.0,1560.0,0.0,2019-03-01
Cl Moore 6,76.0,6653.0,1516.0,0.0,0.0,2019-03-01
Dyer 'D' #5,50.0,3538.0,156.0,525.0,0.0,2019-03-01
CL Moore 12,911.0,13827.0,11559.0,850.0,0.0,2019-03-01
Mueller #1,25.0,3364.0,400.0,1550.0,0.0,2019-03-01
JM Moore #192,471.0,0.0,4438.0,1550.0,1550.0,2019-03-01
Gulf Coast Total,4215.0,48339.0,44524.0,38870.0,1550.0,2019-03-01
Gulf Coast Total,3843.0,34592.0,59656.0,37220.0,1500.0,2019-04-01
Mueller #1,23.0,3091.0,344.0,1500.0,0.0,2019-04-01
JM Moore #192,442.0,0.0,4689.0,1500.0,1500.0,2019-04-01
Cl Moore 8,144.0,22.0,283.0,0.0,0.0,2019-04-01
Cl Moore 6,55.0,8598.0,973.0,0.0,0.0,2019-04-01
CL Moore 12,951.0,8614.0,23387.0,750.0,0.0,2019-04-01
Dyer #10,9.0,805.0,439.0,1500.0,0.0,2019-04-01
Dyer 'D' #5,7.0,3466.0,143.0,450.0,0.0,2019-04-01
Lottie #1,138.0,0.0,3310.0,1500.0,0.0,2019-04-01
JM Moore,1861.0,4550.0,25996.0,120.0,0.0,2019-04-01
Pratka #1,213.0,5446.0,92.0,29900.0,0.0,2019-04-01
Mueller #1,13.0,3213.0,347.0,1550.0,0.0,2019-05-01
CL Moore 12,866.0,15208.0,26179.0,775.0,0.0,2019-05-01
Gulf Coast Total,2838.0,48205.0,56329.0,41264.0,1550.0,2019-05-01
JM Moore,1341.0,4615.0,21544.0,124.0,0.0,2019-05-01
Lottie #1,277.0,0.0,4544.0,1550.0,0.0,2019-05-01
Dyer #10,5.0,808.0,387.0,1550.0,0.0,2019-05-01
Dyer 'D' #5,2.0,3453.0,202.0,465.0,0.0,2019-05-01
Cl Moore 6,56.0,15806.0,628.0,0.0,0.0,2019-05-01
Cl Moore 8,9.0,68.0,567.0,0.0,0.0,2019-05-01
Pratka #1,137.0,5034.0,81.0,33700.0,0.0,2019-05-01
JM Moore #192,132.0,0.0,1850.0,1550.0,1550.0,2019-05-01
Cl Moore 8,10.0,2299.0,1599.0,0.0,0.0,2019-06-01
Lottie #1,284.0,0.0,4505.0,1500.0,0.0,2019-06-01
Dyer 'D' #5,4.0,3344.0,191.0,450.0,0.0,2019-06-01
Pratka #1,176.0,5093.0,80.0,30000.0,0.0,2019-06-01
CL Moore 12,903.0,19211.0,27240.0,750.0,0.0,2019-06-01
Mueller #1,17.0,2713.0,360.0,1500.0,0.0,2019-06-01
JM Moore,1279.0,4025.0,23797.0,120.0,0.0,2019-06-01
Dyer #10,6.0,790.0,440.0,1500.0,0.0,2019-06-01
Gulf Coast Total,3093.0,54849.0,63404.0,37320.0,1500.0,2019-06-01
