Date,Time,Well Name,Seating Nipple Depth (ft),Pump Run Date,Surface Unit API,Strokes Per Minute (SPM),Maximum Plunger Stroke (in),Pump Displacement (BBL/D),Gas Free Above Pump (ft),Fluid Above Pump (ft),Adjusted Displacement (BBL/D),Plunger OD (in),Adjusted EPT (in),Effective Plunger Travel (in)
01/27/2024,11:00:22 AM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,4.54,143.16,302,,,236,,111.4,142.35
01/27/2024,11:03:01 AM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,,,,1065,3081,,,,
03/04/2024,02:32:03 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,6.00,144.32,388,,,226,,68.5,117.56
03/04/2024,02:33:32 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,,,,699,2308,,,,
03/07/2024,01:44:44 PM,
03/07/2024,01:44:44 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,7.25,141.02,460,,,422,,121.8,132.74
03/07/2024,01:47:10 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,,,,658,2266,,,,
03/27/2024,02:53:53 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,7.48,142.28,455,,,369,,93.7,115.32
03/27/2024,02:57:00 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,,,,543,1893,,,,
04/02/2024,01:34:35 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,7.30,138.41,408,,,362,,106.3,119.91
04/02/2024,01:46:40 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,,,,547,1815,,,,
04/02/2024,01:51:04 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,8.09,141.31,489,,,443,,114.5,126.43
04/18/2024,03:45:15 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,8.18,140.68,450,,,396,,103.8,117.88
04/18/2024,03:55:20 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,,,,469,1556,,,,
04/26/2024,11:06:37 AM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,8.21,138.57,425,,,371,,97.2,111.32
04/26/2024,11:08:19 AM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,,,,489,1526,,,,
05/21/2024,02:02:02 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,,,,685,685,,,,
05/21/2024,02:24:59 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,6.40,129.69,368,,,355,,118.5,122.68
05/21/2024,02:28:31 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,6.52,129.05,236,,,161,,52.3,76.53
05/21/2024,02:34:25 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,,,,471,1499,,,,
05/23/2024,01:34:26 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,6.61,129.70,342,,,312,,101.2,111.05
05/23/2024,01:35:57 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,,,,962,2638,,,,
05/23/2024,01:37:47 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,7.76,139.19,435,,,367,,100.0,118.79
05/23/2024,01:43:59 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,,,,974,2579,,,,
05/23/2024,02:04:08 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,,,,918,2655,,,,
05/30/2024,01:15:19 PM,Pfeiffer-Byrd #1,6461,05/30/2024,C-640-365-144,,,,1931,2084,,,,
05/31/2024,11:45:37 AM,Pfeiffer-Byrd #1,6461,05/30/2024,C-640-365-144,7.96,136.46,377,,,369,,129.5,132.26
06/06/2024,10:58:15 AM,Pfeiffer-Byrd #1,6461,05/30/2024,C-640-365-144,,,,2072,2072,,,,
06/07/2024,02:23:21 PM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,5.45,127.93,240,,,236,,121.6,123.93
06/12/2024,04:46:50 PM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,,,,1553,4753,,,,
06/12/2024,04:56:53 PM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,,,,976,4614,,,,
06/12/2024,05:00:20 PM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,,,,1190,5664,,,,
06/12/2024,05:02:54 PM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,,,,991,4664,,,,
06/28/2024,11:23:31 AM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,5.73,132.81,260,,,231,,113.0,127.60
06/28/2024,11:36:56 AM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,,,,289,1390,,,,
06/28/2024,11:40:00 AM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,,,,113,471,,,,
07/25/2024,10:54:14 AM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,6.36,132.33,262,,,253,,113.3,117.54
07/25/2024,10:56:05 AM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,,,,54,54,,,,
07/25/2024,11:11:12 AM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,,,,35,135,,,,
07/25/2024,12:08:36 PM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,6.37,141.19,113,,,0,,0.1,51.03
08/13/2024,12:50:14 PM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,5.89,123.39,250,,,245,,116.8,119.21
08/13/2024,12:51:50 PM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,,,,688,704,,,,
08/22/2024,01:51:12 PM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,6.35,131.34,52,,,0,,0.1,23.20
08/22/2024,01:52:44 PM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,,,,,,,,,
08/22/2024,01:54:57 PM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,,,,,,,,,
08/22/2024,02:08:18 PM,Pfeiffer-Byrd #1,6461,06/06/2024,C-640-365-144,6.34,132.20,52,,,0,,0.1,22.86
04/13/2023,11:17:46 AM,Pickens Weaver #1,6966,06/04/2021,C-456-365-120,4.93,82.60,74,,,66,,73.5,82.33
04/13/2023,11:33:46 AM,Pickens Weaver #1,6966,06/04/2021,C-456-365-120,,,,636,731,,,,
02/02/2024,11:54:15 AM,Pickens Weaver #1,6966,06/04/2021,C-456-365-120,,,,306,306,,,,
04/04/2024,02:48:36 PM,Pickens Weaver #1,6966,06/04/2021,C-456-365-120,4.57,82.57,69,,,63,,75.0,82.34
04/04/2024,02:52:03 PM,Pickens Weaver #1,6966,06/04/2021,C-456-365-120,,,,241,241,,,,
08/20/2024,11:52:03 AM,Pickens Weaver #1,6966,06/04/2021,C-456-365-120,5.13,81.03,73,,,65,,69.9,77.55
08/20/2024,12:03:53 PM,Pickens Weaver #1,6966,06/04/2021,C-456-365-120,,,,632,697,,,,
04/13/2023,01:19:20 PM,Pickens#1,6884,07/26/2022,C-640D-365-144,6.92,46.96,22,,,11,,8.4,17.70
02/02/2024,12:27:24 PM,Pickens#1,6884,07/26/2022,C-640D-365-144,,,,214,214,,,,
02/02/2024,12:31:21 PM,Pickens#1,6884,07/26/2022,C-640D-365-144,,,,59,59,,,,
02/02/2024,12:34:57 PM,Pickens#1,6884,07/26/2022,C-640D-365-144,5.80,36.14,25,,,15,,13.7,23.42
04/04/2024,03:08:14 PM,Pickens#1,6884,07/26/2022,C-640D-365-144,4.74,48.28,22,,,14,,15.9,26.02
04/04/2024,03:15:01 PM,Pickens#1,6884,07/26/2022,C-640D-365-144,,,,49,49,,,,
08/20/2024,12:28:15 PM,Pickens#1,6884,07/26/2022,C-640D-365-144,4.74,49.24,41,,,34,,39.7,47.03
08/20/2024,12:30:30 PM,Pickens#1,6884,07/26/2022,C-640D-365-144,,,,232,245,,,,
07/11/2023,01:45:50 PM,Pickwill#1,6470,07/06/2021,C-456-305-120,,,,434,434,,,,
08/20/2024,11:04:34 AM,Pickwill#1,6470,07/06/2021,C-456-305-120,5.21,62.42,57,,,52,,54.3,59.99
08/20/2024,11:12:04 AM,Pickwill#1,6470,07/06/2021,C-456-305-120,,,,477,543,,,,
07/17/2023,10:44:26 AM,Preston#1,6611,12/20/2021,C-320-305-120,5.01,84.60,76,,,70,,76.5,83.48
07/17/2023,11:11:37 AM,Preston#1,6611,12/20/2021,C-320-305-120,,,,249,336,,,,
10/10/2023,10:13:43 AM,RAB #1 Gas Lift,6665,12/31/1969,,,,,5693,5693,,,,
10/10/2023,10:14:32 AM,RAB #1 Gas Lift,6665,12/31/1969,,,,,153,153,,,,
10/10/2023,10:15:48 AM,RAB #1 Gas Lift,6665,12/31/1969,,,,,75,75,,,,
10/12/2023,11:25:32 AM,RAB #1 Gas Lift,6665,12/31/1969,,,,,901,901,,,,
04/02/2024,09:46:03 AM,RAB #1 Gas Lift,6665,12/31/1969,,,,,1507,1507,,,,
04/22/2024,04:18:37 PM,RAB #1,7236,04/22/2024,C-456D-305-144,6.95,100.50,227,,,206,,82.9,91.56
04/22/2024,04:20:36 PM,RAB #1,7236,04/22/2024,C-456D-305-144,,,,1141,5903,,,,
04/22/2024,04:20:36 PM,
04/22/2024,04:20:36 PM,
04/26/2024,02:34:26 PM,RAB #1,7236,04/22/2024,C-456D-305-144,6.88,96.79,216,,,196,,79.7,87.93
04/26/2024,02:36:00 PM,RAB #1,7236,04/22/2024,C-456D-305-144,,,,1035,5256,,,,
04/26/2024,02:36:42 PM,RAB #1,7236,04/22/2024,C-456D-305-144,6.89,100.44,223,,,203,,82.8,91.20
04/29/2024,04:28:10 PM,RAB #1,7236,04/22/2024,C-456D-305-144,7.16,100.65,233,,,212,,82.8,91.24
04/29/2024,04:29:36 PM,RAB #1,7236,04/22/2024,C-456D-305-144,,,,1352,6320,,,,
04/29/2024,04:31:49 PM,RAB #1,7236,04/22/2024,C-456D-305-144,7.15,102.35,237,,,216,,84.5,92.90
04/29/2024,04:35:46 PM,RAB #1,7236,04/22/2024,C-456D-305-144,7.14,99.25,218,,,196,,78.5,87.30
04/29/2024,04:40:47 PM,RAB #1,7236,04/22/2024,C-456D-305-144,6.59,101.40,201,,,181,,82.0,91.00
04/29/2024,04:43:07 PM,RAB #1,7236,04/22/2024,C-456D-305-144,5.98,99.32,182,,,164,,81.4,90.47
04/29/2024,04:44:16 PM,RAB #1,7236,04/22/2024,C-456D-305-144,5.59,100.56,185,,,167,,83.9,92.76
05/22/2024,02:18:08 PM,RAB #1,7236,04/22/2024,C-456D-305-144,5.84,98.36,181,,,162,,83.3,92.72
05/22/2024,02:20:32 PM,RAB #1,7236,04/22/2024,C-456D-305-144,,,,1354,5733,,,,
06/13/2024,01:48:30 PM,RAB #1,7236,04/22/2024,C-456D-305-144,6.14,99.65,205,,,185,,85.0,94.37
06/13/2024,01:50:25 PM,RAB #1,7236,04/22/2024,C-456D-305-144,,,,1089,4674,,,,
06/13/2024,01:51:13 PM,RAB #1,7236,04/22/2024,C-456D-305-144,6.21,101.48,208,,,182,,82.9,94.45
08/22/2024,04:34:44 PM,RAB #1,7236,04/22/2024,C-456D-305-144,7.13,108.80,263,,,232,,91.0,103.18
08/22/2024,04:36:55 PM,RAB #1,7236,04/22/2024,C-456D-305-144,,,,696,2465,,,,
10/10/2023,10:43:12 AM,RAB #2,7275,12/31/1969,,,,,147,147,,,,
10/10/2023,10:44:01 AM,RAB #2,7275,12/31/1969,,,,,136,136,,,,
05/22/2024,12:03:07 PM,RAB #2,6500,05/22/2024,M-456D-305-120,7.14,116.90,136,,,0,,0.1,70.91
05/22/2024,12:05:27 PM,
05/22/2024,12:05:27 PM,RAB #2,6500,05/22/2024,M-456D-305-120,,,,1163,2886,,,,
05/22/2024,12:25:41 PM,RAB #2,6500,05/22/2024,M-456D-305-120,5.59,111.27,101,,,0,,0.1,69.42
05/22/2024,12:26:44 PM,RAB #2,6500,05/22/2024,M-456D-305-120,7.76,117.18,154,,,0,,0.1,70.99
06/12/2024,02:31:59 PM,RAB #2,6500,05/22/2024,M-456D-305-120,7.23,113.05,197,,,160,,84.3,103.78
06/12/2024,02:32:49 PM,RAB #2,6500,05/22/2024,M-456D-305-120,,,,1873,3058,,,,
06/12/2024,02:36:43 PM,RAB #2,6500,05/22/2024,M-456D-305-120,6.93,114.46,206,,,182,,95.9,108.39
07/10/2024,12:40:53 PM,RAB #2,6500,05/22/2024,M-456D-305-120,6.52,110.00,162,,,120,,70.5,95.02
07/10/2024,12:52:44 PM,RAB #2,6500,05/22/2024,M-456D-305-120,,,,746,2156,,,,
07/25/2024,08:36:10 AM,RAB #2,6500,05/22/2024,M-456D-305-120,6.36,104.08,91,,,53,,39.3,67.96
07/25/2024,08:37:49 AM,RAB #2,6500,05/22/2024,M-456D-305-120,,,,1345,2316,,,,
07/25/2024,08:45:21 AM,RAB #2,6500,05/22/2024,M-456D-305-120,5.32,111.67,118,,,40,,22.9,67.64
08/18/2024,12:57:27 PM,RAB #2,6500,05/22/2024,M-456D-305-120,,,,,,,,,
08/18/2024,12:57:40 PM,RAB #2,6500,05/22/2024,M-456D-305-120,6.05,110.44,113,,,1,,0.7,71.25
08/18/2024,01:03:17 PM,RAB #2,6500,05/22/2024,M-456D-305-120,,,,709,2457,,,,
08/18/2024,01:15:09 PM,RAB #2,6500,05/22/2024,M-456D-305-120,,,,,,,,,
08/18/2024,01:15:45 PM,RAB #2,6500,05/22/2024,M-456D-305-120,6.04,107.32,125,,,77,,48.3,78.95
08/18/2024,01:41:33 PM,RAB #2,6500,05/22/2024,M-456D-305-120,6.70,113.00,202,,,187,,101.1,109.08
08/18/2024,01:43:53 PM,RAB #2,6500,05/22/2024,M-456D-305-120,6.40,110.05,84,,,53,,48.8,77.53
08/18/2024,01:51:26 PM,RAB #2,6500,05/22/2024,M-456D-305-120,6.34,114.78,130,,,-3,,-1.5,65.96
08/22/2024,08:27:23 AM,RAB #2,6500,05/22/2024,M-456D-305-120,7.40,105.61,200,,,191,,98.2,103.14
08/22/2024,08:29:21 AM,RAB #2,6500,05/22/2024,M-456D-305-120,,,,715,3134,,,,
04/06/2023,12:28:33 PM,RAB #3,0,12/31/1969,,,,,935,4681,,,,
10/12/2023,10:43:43 AM,RAB #3,0,12/31/1969,,,,,0,0,,,,
01/22/2024,02:04:41 PM,RAB #3,7268,01/10/2024,C-320-305-120,,,,2568,2568,,,,
01/22/2024,02:29:54 PM,RAB #3,7268,01/10/2024,C-320-305-120,4.86,80.95,71,,,62,,70.1,80.10
01/25/2024,11:47:39 AM,RAB #3,7268,01/10/2024,C-320-305-120,5.51,88.37,113,,,100,,74.9,84.47
01/25/2024,11:51:31 AM,RAB #3,7268,01/10/2024,C-320-305-120,,,,3023,3023,,,,
03/05/2024,04:00:23 PM,RAB #3,7268,01/10/2024,C-320-305-120,7.30,94.67,121,,,106,,79.9,90.68
03/05/2024,04:03:31 PM,RAB #3,7268,01/10/2024,C-320-305-120,,,,1668,1668,,,,
03/26/2024,11:22:09 AM,RAB #3,7268,01/10/2024,C-320-305-120,7.58,91.60,135,,,121,,80.3,89.29
03/26/2024,11:26:01 AM,RAB #3,7268,01/10/2024,C-320-305-120,,,,503,1846,,,,
03/26/2024,11:29:05 AM,RAB #3,7268,01/10/2024,C-320-305-120,,,,515,1835,,,,
03/28/2024,12:59:43 PM,RAB #3,7268,01/10/2024,C-320-305-120,8.32,86.12,124,,,112,,73.7,81.97
03/28/2024,01:01:25 PM,RAB #3,7268,01/10/2024,C-320-305-120,,,,597,2487,,,,
05/22/2024,12:39:09 PM,RAB #3,7268,01/10/2024,C-320-305-120,7.01,88.57,121,,,108,,76.2,85.26
05/22/2024,12:43:21 PM,RAB #3,7268,01/10/2024,C-320-305-120,,,,445,1948,,,,
06/12/2024,02:23:54 PM,RAB #3,7268,01/10/2024,C-320-305-120,7.02,87.86,110,,,99,,77.1,86.18
06/12/2024,02:25:37 PM,RAB #3,7268,01/10/2024,C-320-305-120,,,,482,2218,,,,
07/26/2024,10:50:16 AM,RAB #3,7268,01/10/2024,C-320-305-120,7.05,86.28,109,,,98,,76.0,85.06
07/26/2024,10:51:46 AM,RAB #3,7268,01/10/2024,C-320-305-120,,,,394,1795,,,,
07/26/2024,10:53:49 AM,RAB #3,7268,01/10/2024,C-320-305-120,7.48,84.57,114,,,102,,73.5,82.32
08/18/2024,01:29:00 PM,RAB #3,7268,01/10/2024,C-320-305-120,7.63,82.08,109,,,99,,71.7,78.88
08/18/2024,01:30:21 PM,RAB #3,7268,01/10/2024,C-320-305-120,,,,281,1265,,,,
08/18/2024,01:36:52 PM,RAB #3,7268,01/10/2024,C-320-305-120,7.86,83.62,115,,,104,,72.7,80.54
01/05/2023,02:12:45 PM,Richard#1,6580,02/17/2022,C-320-305-120,,,,48,48,,,,
01/30/2023,10:17:22 AM,Richard#1,6580,02/17/2022,C-320-305-120,,,,325,325,,,,
03/01/2023,02:57:45 PM,Richard#1,6578,02/23/2023,C-320-305-120,4.14,90.32,54,,,45,,60.7,72.00
03/01/2023,03:18:27 PM,Richard#1,6578,02/23/2023,C-320-305-120,,,,418,2152,,,,
03/01/2023,03:18:27 PM,
08/03/2023,12:09:36 PM,Richard#1,6578,02/23/2023,C-320-305-120,5.41,83.53,49,,,41,,56.5,67.32
08/03/2023,12:20:49 PM,Richard#1,6578,02/23/2023,C-320-305-120,,,,203,813,,,,
01/26/2024,12:25:08 PM,Richard#1,6578,02/23/2023,C-320-305-120,5.79,92.52,29,,,0,,0.1,26.30
01/26/2024,12:30:16 PM,Richard#1,6578,02/23/2023,C-320-305-120,,,,27,44,,,,
04/21/2023,12:33:22 PM,Richardson#1,6484,09/28/2021,C-456-256-120,4.88,73.39,62,,,66,,73.4,68.70
04/21/2023,12:41:10 PM,Richardson#1,6484,09/28/2021,C-456-256-120,,,,784,784,,,,
12/05/2023,12:40:16 PM,Richardson#1,6484,09/28/2021,C-456-256-120,5.33,57.91,53,,,48,,49.9,54.62
01/06/2024,02:23:06 PM,Richardson#1,6484,09/28/2021,C-456-256-120,,,,450,450,,,,
01/06/2024,02:26:04 PM,Richardson#1,6484,09/28/2021,C-456-256-120,6.45,62.96,74,,,71,,58.1,60.80
05/02/2024,12:12:18 PM,Richardson#1,6484,09/28/2021,C-456-256-120,,,,521,527,,,,
05/02/2024,12:14:39 PM,Richardson#1,6484,09/28/2021,C-456-256-120,6.28,60.58,66,,,63,,55.3,57.96
08/16/2024,03:53:03 PM,Richardson#1,6484,09/28/2021,C-456-256-120,6.83,61.36,73,,,70,,55.9,58.83
08/16/2024,03:57:47 PM,Richardson#1,6484,09/28/2021,C-456-256-120,,,,106,338,,,,
08/22/2024,03:19:19 PM,Russell#1,6681,11/15/2017,C-320-305-120,,,,,,,,,
07/14/2023,10:56:17 AM,Ruth #1,6114,11/14/2023,C-456D-365-120,4.85,75.62,27,,,19,,20.3,29.12
07/14/2023,11:10:37 AM,Ruth #1,6114,11/14/2023,C-456D-365-120,,,,4,4,,,,
11/14/2023,03:20:48 PM,Ruth #1,6114,11/14/2023,C-456D-365-120,3.34,75.47,13,,,6,,10.3,21.00
11/14/2023,03:42:53 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,946,946,,,,
11/16/2023,02:34:12 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,3.71,110.53,35,,,29,,42.6,51.62
11/20/2023,03:08:03 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,4.15,112.11,83,,,78,,102.3,108.75
11/20/2023,03:13:18 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,732,732,,,,
11/27/2023,10:41:50 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,3.10,109.12,61,,,56,,98.3,107.35
11/27/2023,11:05:10 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,551,551,,,,
11/29/2023,01:01:28 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,3.31,110.18,66,,,62,,102.9,109.36
11/29/2023,01:25:41 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,721,721,,,,
11/29/2023,01:33:58 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,4.05,115.70,87,,,82,,109.0,115.04
12/04/2023,02:52:39 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,3.94,109.00,75,,,70,,98.2,105.35
12/04/2023,03:03:15 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,5.36,107.64,85,,,73,,73.5,85.04
12/04/2023,03:11:56 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,,,,,,
12/05/2023,11:14:17 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,741,761,,,,
12/05/2023,11:17:36 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,5.52,114.30,106,,,95,,95.2,105.80
12/08/2023,08:52:52 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,656,801,,,,
12/08/2023,09:00:35 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,5.33,113.50,111,,,101,,101.5,112.03
12/11/2023,03:02:31 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,5.66,119.50,121,,,117,,114.0,117.72
12/11/2023,03:16:01 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,878,878,,,,
01/06/2024,03:22:12 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,5.44,107.95,105,,,99,,100.1,105.72
01/06/2024,03:26:43 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,687,754,,,,
01/26/2024,03:30:07 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,3.78,111.60,75,,,70,,101.8,108.85
01/26/2024,03:33:33 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,640,640,,,,
01/26/2024,03:40:27 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,5.21,112.79,112,,,107,,104.0,109.52
01/31/2024,10:18:41 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,5.02,103.87,112,,,106,,94.6,99.30
01/31/2024,10:21:51 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,637,637,,,,
03/05/2024,10:26:19 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,5.85,108.81,113,,,106,,99.9,106.18
03/05/2024,10:29:18 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,,,,,,
03/05/2024,10:32:54 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,117,401,,,,
03/05/2024,10:47:39 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,129,477,,,,
03/29/2024,02:03:36 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,6.35,113.33,21,,,15,,18.1,24.36
03/29/2024,02:06:30 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,121,396,,,,
04/01/2024,11:40:10 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,3.94,111.18,77,,,69,,95.4,106.85
04/01/2024,11:44:06 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,318,394,,,,
04/04/2024,02:01:03 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,4.74,112.23,94,,,88,,82.1,87.73
04/04/2024,02:05:27 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,298,465,,,,
04/25/2024,02:22:03 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,6.64,111.39,20,,,0,,0.1,16.37
04/25/2024,02:24:45 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,334,377,,,,
04/30/2024,01:24:28 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,5.68,115.94,18,,,0,,0.1,17.22
04/30/2024,01:31:35 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,346,346,,,,
05/23/2024,12:01:34 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,5.42,117.51,19,,,13,,13.3,19.41
05/23/2024,12:03:06 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,317,317,,,,
05/23/2024,12:08:11 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,4.93,117.53,34,,,0,,0.1,34.23
08/15/2024,11:56:32 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,239,364,,,,
08/15/2024,11:59:04 AM,Ruth #1,6273,11/14/2023,C-456D-365-120,5.79,109.70,100,,,95,,99.5,104.97
08/15/2024,12:10:31 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,5.97,114.97,15,,,6,,6.2,15.59
08/15/2024,12:10:31 PM,
08/15/2024,12:10:31 PM,
08/15/2024,12:10:31 PM,
08/15/2024,12:10:31 PM,
08/15/2024,12:49:46 PM,Ruth #1,6273,11/14/2023,C-456D-365-120,,,,111,171,,,,
01/30/2023,11:31:14 AM,RuthPick#1,6810,02/19/2020,C-320-305-120,6.31,74.56,85,,,59,,51.8,73.99
01/30/2023,11:45:15 AM,RuthPick#1,6810,02/19/2020,C-320-305-120,,,,220,1067,,,,
07/13/2023,10:41:10 AM,RuthPick#1,6810,02/19/2020,C-320-305-120,,,,200,829,,,,
07/27/2023,02:26:14 PM,RuthPick#1,6810,02/19/2020,C-320-305-120,,,,81,81,,,,
07/31/2023,09:20:22 AM,RuthPick#1,6810,02/19/2020,C-320-305-120,,,,16,66,,,,
08/02/2023,02:23:18 PM,RuthPick#1,6810,02/19/2020,C-320-305-120,,,,26,84,,,,
08/07/2023,09:46:27 AM,RuthPick#1,6810,02/19/2020,C-320-305-120,,,,25,98,,,,
08/14/2023,09:25:05 AM,RuthPick#1,6810,02/19/2020,C-320-305-120,,,,13,48,,,,
08/21/2023,11:57:57 AM,RuthPick#1,6810,02/19/2020,C-320-305-120,3.05,79.00,42,,,27,,48.4,76.26
08/21/2023,12:20:47 PM,RuthPick#1,6810,02/19/2020,C-320-305-120,,,,195,195,,,,
11/02/2023,12:43:18 PM,RuthPick#1,6810,02/19/2020,C-320-305-120,2.54,88.77,41,,,23,,48.2,88.50
11/02/2023,01:00:17 PM,RuthPick#1,6810,02/19/2020,C-320-305-120,,,,31,124,,,,
12/22/2023,10:27:33 AM,RuthPick#1,6810,02/19/2020,C-320-305-120,,,,,,,,,
11/28/2023,03:25:40 PM,SagoBowers,5539,12/31/1969,,,,,5179,5179,,0.000,,
04/18/2023,10:25:19 AM,Solansky#1,5841,05/06/2019,C-228-246-86,5.85,50.52,54,,,52,,49.2,50.48
04/18/2023,10:39:47 AM,Solansky#1,5841,05/06/2019,C-228-246-86,,,,49,49,,,,
07/25/2024,03:46:55 PM,Sugar Ranch #1,0,12/31/1969,,,,,6680,6680,,,,
07/29/2024,04:57:53 PM,Sugar Ranch #1,0,12/31/1969,,,,,3984,3984,,,,
08/12/2024,09:23:06 AM,Sugar Ranch #1,0,12/31/1969,,,,,3562,3562,,,,
08/09/2023,08:08:49 AM,Thalmann #1 RE,6324,02/02/2018,C-228-173-100,4.92,63.61,25,,,16,,18.0,28.53
08/01/2024,08:23:33 AM,Thalmann #1 RE,4917,07/30/2024,C-456D-365-120,5.32,122.42,169,,,109,,78.0,120.79
08/01/2024,08:45:00 AM,Thalmann #1 RE,4917,07/30/2024,C-456D-365-120,,,,2438,3135,,,,
08/13/2024,04:20:01 PM,Thalmann #1 RE,4917,07/30/2024,C-456D-365-120,5.47,120.49,152,,,0,,0.1,89.79
08/13/2024,04:21:35 PM,Thalmann #1 RE,4917,07/30/2024,C-456D-365-120,,,,1268,3360,,,,
08/18/2024,04:58:42 PM,Thalmann #1 RE,4917,07/30/2024,C-456D-365-120,6.79,123.80,239,,,225,,113.7,120.75
